英単語,日本語意味,英語意味
consistent,首尾一貫した,(sometimes followed by `with') in agreement or consistent or reliable; ; - FDR
constant,絶え間ない,a quantity that does not vary
constantly,絶えず,"without variation or change, in every case"
constitute,構成します,form or compose
constitutional,憲法の,a regular walk taken as a form of exercise
construct,構文,an abstract or general idea inferred or derived from specific instances
construction,建設,the act of constructing something
consultant,コンサルタント,an expert who gives advice
consume,消費します,eat immoderately
consumer,消費者,a person who uses goods or services
consumption,消費,the process of taking food into the body through the mouth (as by eating)
contact,連絡先,close interaction
contain,含む,include or contain; have as a component
container,コンテナ,any object that can be used to hold things (especially a large metal boxlike object of standardized dimensions that can be loaded from one form of transport to another)
contemporary,コンテンポラリー,a person of nearly the same age as another
content,コンテンツ,everything that is included in a collection and that is held or included in something
contest,コンテスト,an occasion on which a winner is selected from among two or more contestants
context,環境,discourse that surrounds a language unit and helps to determine its interpretation
continue,継続する,"continue a certain state, condition, or activity"
continued,続け,"continue a certain state, condition, or activity"
contract,契約する,a binding agreement between two or more persons that is enforceable by law
contrast,コントラスト,"the opposition or dissimilarity of things that are compared; ,"
contribute,助ける,bestow a quality on
contribution,貢献,the part played by a person in bringing about a result
control,コントロール,power to direct or determine
controversial,物議を醸します,marked by or capable of arousing controversy
controversy,論争,a contentious speech act; a dispute where there is strong disagreement
convention,コンベンション,a large formal assembly
conventional,従来の,following accepted customs and proprieties
conversation,会話,the use of speech for informal exchange of views or ideas or information etc.
convert,変換,a person who has been converted to another religious or political belief
conviction,信念,an unshakable belief in something without need for proof or evidence
convince,確信させます,"make (someone) agree, understand, or realize the truth or validity of something"
cook,クック,someone who cooks food
cookie,クッキー,any of various small flat sweet cakes (`biscuit' is the British term)
