英単語,日本語意味,英語意味
decade,一昔,a period of 10 years
decay,減衰,the process of gradually becoming inferior
deceive,欺く,be false to; be dishonest with
decent,まともな,socially or conventionally correct; refined or virtuous
deceptive,欺瞞,causing one to believe what is not true or fail to believe what is true
decisive,決定的,determining or having the power to determine an outcome
deck,デッキ,any of various platforms built into a vessel
decline,低下,change toward something smaller or lower
decomposition,分解,the analysis of a vector field
decorate,飾る,"make more attractive by adding ornament, colour, etc."
decoration,デコレーション,something used to beautify
decorative,装飾,serving an esthetic rather than a useful purpose
dedication,献身,complete and wholehearted fidelity
deduce,推論,reason by deduction; establish by deduction
deduction,控除,a reduction in the gross amount on which a tax is calculated; reduces taxes by the percentage fixed for the taxpayer's income bracket
deem,思います,keep in mind or convey as a conviction or view
deep,深い,the central and most intense or profound part
deer,鹿,distinguished from Bovidae by the male's having solid deciduous antlers
defeat,敗北,an unsuccessful ending to a struggle or contest
deficit,赤字,the property of being an amount by which something is less than expected or required
deforestation,伐採,the state of being clear of trees
defy,仑,resist or confront with resistance
dehumanize,dehumanize,deprive of human qualities
delegate,代表,a person appointed or elected to represent others
deliberate,意図的,think about carefully; weigh
deliberately,わざと,with intention; in an intentional manner
delicacy,珍味,the quality of being beautiful and delicate in appearance
delicately,微妙,in a delicate manner
delight,喜び,a feeling of extreme pleasure or satisfaction
demanding,厳しいです,request urgently and forcefully
demolish,DEMOLISH,destroy completely
denim,デニム,(usually plural) close-fitting trousers of heavy denim for manual work or casual wear
dense,密集,permitting little if any light to pass through because of denseness of matter
densely,密,in a stupid manner
dental,歯科用,a consonant articulated with the tip of the tongue near the gum ridge
dependable,信頼できます,worthy of reliance or trust
deposit,預り金,the phenomenon of sediment or gravel accumulating
deputy,副,someone authorized to exercise the powers of sheriff in emergencies
descend,下降,"move downward and lower, but not necessarily all the way"
descriptive,わかりやすいです,serving to describe or inform or characterized by description
designer,デザイナー,a person who specializes in designing architectural interiors and their furnishings
desirable,望ましい,worth having or seeking or achieving
desire,欲望,the feeling that accompanies an unsatisfied state
desktop,デスクトップ,the top of a desk
desolation,孤独,the state of being decayed or destroyed
desperately,必死に,with great urgency
desperation,自暴自棄,a state in which all hope is lost or absent
despise,軽蔑する,look down on with disdain
destiny,運命,an event (or a course of events) that will inevitably happen in the future
detach,デタッチ,cause to become detached or separated; take off
detachment,分離,avoiding emotional involvement
detailed,詳細に,provide details for
detect,検出,"discover or determine the existence, presence, or fact of"
determined,決定,"establish after a calculation, investigation, experiment, survey, or study"
determiner,決定,an argument that is conclusive
developing,現像,processing a photosensitive material in order to make an image visible
devil,悪魔,(Judeo-Christian and Islamic religions) chief spirit of evil and adversary of God; tempter of mankind; master of Hell
devote,捧げます,"give entirely to a specific person, activity, or cause"
devoted,献身的な,"give entirely to a specific person, activity, or cause"
diarrhea,下痢,frequent and watery bowel movements; can be a symptom of infection or food poisoning or colitis or a gastrointestinal tumor
dictator,独裁者,a speaker who dictates to a secretary or a recording machine
digest,ダイジェスト,a periodical that summarizes the news
dignify,威厳,confer dignity or honor upon
dignity,尊厳,the quality of being worthy of esteem or respect
dilemma,ジレンマ,state of uncertainty or perplexity especially as requiring a choice between equally unfavorable options
dim,薄暗いです,switch (a car's headlights) from a higher to a lower beam
